Border,Date,Measure,Value,Average
US-Canada Border,06/01/2015 12:00:00 AM,Personal Vehicle Passengers,4935265,3752269
US-Mexico Border,06/01/2015 12:00:00 AM,Pedestrians,3198305,3203935
US-Canada Border,06/01/2015 12:00:00 AM,Personal Vehicles,2697579,2129804
US-Canada Border,06/01/2015 12:00:00 AM,Trucks,507094,476927
US-Mexico Border,06/01/2015 12:00:00 AM,Trucks,481539,446259
US-Canada Border,06/01/2015 12:00:00 AM,Truck Containers Full,426149,363382
US-Mexico Border,06/01/2015 12:00:00 AM,Truck Containers Full,281542,322798
US-Canada Border,06/01/2015 12:00:00 AM,Bus Passengers,218086,140054
US-Mexico Border,06/01/2015 12:00:00 AM,Bus Passengers,138642,202226
US-Mexico Border,06/01/2015 12:00:00 AM,Truck Containers Empty,132751,122329
US-Canada Border,06/01/2015 12:00:00 AM,Rail Containers Full,125848,136729
US-Canada Border,06/01/2015 12:00:00 AM,Truck Containers Empty,109886,114532
US-Canada Border,06/01/2015 12:00:00 AM,Rail Containers Empty,57717,64404
US-Canada Border,06/01/2015 12:00:00 AM,Pedestrians,50825,21189
US-Mexico Border,06/01/2015 12:00:00 AM,Rail Containers Full,42379,38571
US-Canada Border,06/01/2015 12:00:00 AM,Train Passengers,38675,15860
US-Mexico Border,06/01/2015 12:00:00 AM,Rail Containers Empty,36687,34292
US-Mexico Border,06/01/2015 12:00:00 AM,Buses,17069,13859
US-Canada Border,06/01/2015 12:00:00 AM,Buses,10773,7007
US-Canada Border,06/01/2015 12:00:00 AM,Trains,2537,2548
US-Mexico Border,06/01/2015 12:00:00 AM,Train Passengers,1004,620
US-Mexico Border,06/01/2015 12:00:00 AM,Trains,842,809
US-Mexico Border,05/01/2015 12:00:00 AM,Personal Vehicle Passengers,10876299,10850111
US-Mexico Border,05/01/2015 12:00:00 AM,Personal Vehicles,6244417,5879321
US-Canada Border,05/01/2015 12:00:00 AM,Personal Vehicle Passengers,4586899,3543611
US-Mexico Border,05/01/2015 12:00:00 AM,Pedestrians,2829934,3297436
US-Canada Border,05/01/2015 12:00:00 AM,Personal Vehicles,2547111,2025478
US-Canada Border,05/01/2015 12:00:00 AM,Trucks,483692,475236
US-Mexico Border,05/01/2015 12:00:00 AM,Trucks,465690,441401
US-Canada Border,05/01/2015 12:00:00 AM,Truck Containers Full,396596,355078
US-Mexico Border,05/01/2015 12:00:00 AM,Truck Containers Full,339867,318531
US-Canada Border,05/01/2015 12:00:00 AM,Bus Passengers,220010,120065
US-Mexico Border,05/01/2015 12:00:00 AM,Bus Passengers,191883,204812
US-Canada Border,05/01/2015 12:00:00 AM,Rail Containers Full,138071,136394
US-Mexico Border,05/01/2015 12:00:00 AM,Truck Containers Empty,124779,121717
US-Canada Border,05/01/2015 12:00:00 AM,Truck Containers Empty,115533,114281
US-Canada Border,05/01/2015 12:00:00 AM,Rail Containers Empty,66817,63801
US-Canada Border,05/01/2015 12:00:00 AM,Pedestrians,43208,15684
US-Mexico Border,05/01/2015 12:00:00 AM,Rail Containers Full,42537,37580
US-Mexico Border,05/01/2015 12:00:00 AM,Rail Containers Empty,39991,32867
US-Canada Border,05/01/2015 12:00:00 AM,Train Passengers,27844,12864
US-Mexico Border,05/01/2015 12:00:00 AM,Buses,12316,14245
US-Canada Border,05/01/2015 12:00:00 AM,Buses,10331,6176
US-Canada Border,05/01/2015 12:00:00 AM,Trains,2658,2521
US-Mexico Border,05/01/2015 12:00:00 AM,Trains,839,801
US-Mexico Border,05/01/2015 12:00:00 AM,Train Passengers,316,696
US-Mexico Border,04/01/2015 12:00:00 AM,Personal Vehicle Passengers,11067424,10777674
US-Mexico Border,04/01/2015 12:00:00 AM,Personal Vehicles,6101811,5805158
US-Canada Border,04/01/2015 12:00:00 AM,Personal Vehicle Passengers,3860690,3437918
US-Mexico Border,04/01/2015 12:00:00 AM,Pedestrians,3336913,3284277
US-Canada Border,04/01/2015 12:00:00 AM,Personal Vehicles,2180339,1973858
US-Canada Border,04/01/2015 12:00:00 AM,Trucks,486429,471505
US-Mexico Border,04/01/2015 12:00:00 AM,Trucks,411920,451228
US-Canada Border,04/01/2015 12:00:00 AM,Truck Containers Full,395426,341629
US-Mexico Border,04/01/2015 12:00:00 AM,Truck Containers Full,340918,311069
US-Mexico Border,04/01/2015 12:00:00 AM,Bus Passengers,212698,202184
US-Canada Border,04/01/2015 12:00:00 AM,Bus Passengers,157665,107532
US-Canada Border,04/01/2015 12:00:00 AM,Rail Containers Full,140736,134947
US-Canada Border,04/01/2015 12:00:00 AM,Truck Containers Empty,115085,114014
US-Mexico Border,04/01/2015 12:00:00 AM,Truck Containers Empty,113714,124385
US-Canada Border,04/01/2015 12:00:00 AM,Rail Containers Empty,65691,63172
US-Mexico Border,04/01/2015 12:00:00 AM,Rail Containers Full,41200,36373
US-Mexico Border,04/01/2015 12:00:00 AM,Rail Containers Empty,37456,31338
US-Canada Border,04/01/2015 12:00:00 AM,Pedestrians,23529,13069
US-Canada Border,04/01/2015 12:00:00 AM,Train Passengers,15077,12127
US-Mexico Border,04/01/2015 12:00:00 AM,Buses,13447,14511
US-Canada Border,04/01/2015 12:00:00 AM,Buses,7149,5852
US-Canada Border,04/01/2015 12:00:00 AM,Trains,2399,2561
US-Mexico Border,04/01/2015 12:00:00 AM,Trains,820,795
US-Mexico Border,04/01/2015 12:00:00 AM,Train Passengers,307,825
US-Mexico Border,03/01/2015 12:00:00 AM,Personal Vehicle Passengers,11568735,10382143
US-Mexico Border,03/01/2015 12:00:00 AM,Personal Vehicles,5987164,5714155
US-Canada Border,03/01/2015 12:00:00 AM,Personal Vehicle Passengers,3840349,3236703
US-Mexico Border,03/01/2015 12:00:00 AM,Pedestrians,3486080,3183375
US-Canada Border,03/01/2015 12:00:00 AM,Personal Vehicles,2150925,1885324
US-Canada Border,03/01/2015 12:00:00 AM,Trucks,509798,452358
US-Mexico Border,03/01/2015 12:00:00 AM,Trucks,478226,437729
US-Canada Border,03/01/2015 12:00:00 AM,Truck Containers Full,421340,301774
US-Mexico Border,03/01/2015 12:00:00 AM,Truck Containers Full,318173,307517
US-Mexico Border,03/01/2015 12:00:00 AM,Bus Passengers,223409,191572
US-Canada Border,03/01/2015 12:00:00 AM,Rail Containers Full,146513,129164
US-Canada Border,03/01/2015 12:00:00 AM,Truck Containers Empty,123777,109132
US-Mexico Border,03/01/2015 12:00:00 AM,Truck Containers Empty,120602,126276
US-Canada Border,03/01/2015 12:00:00 AM,Bus Passengers,114560,104018
US-Canada Border,03/01/2015 12:00:00 AM,Rail Containers Empty,67916,60800
US-Mexico Border,03/01/2015 12:00:00 AM,Rail Containers Full,42479,33320
US-Mexico Border,03/01/2015 12:00:00 AM,Rail Containers Empty,27187,33414
US-Mexico Border,03/01/2015 12:00:00 AM,Buses,16551,13492
US-Canada Border,03/01/2015 12:00:00 AM,Pedestrians,16141,11533
US-Canada Border,03/01/2015 12:00:00 AM,Train Passengers,14739,10821
US-Canada Border,03/01/2015 12:00:00 AM,Buses,5931,5812
US-Canada Border,03/01/2015 12:00:00 AM,Trains,2644,2520
US-Mexico Border,03/01/2015 12:00:00 AM,Train Passengers,924,776
US-Mexico Border,03/01/2015 12:00:00 AM,Trains,850,768
US-Mexico Border,02/01/2015 12:00:00 AM,Personal Vehicle Passengers,9442452,11321835
US-Mexico Border,02/01/2015 12:00:00 AM,Personal Vehicles,5410708,6017602
US-Mexico Border,02/01/2015 12:00:00 AM,Pedestrians,3146839,3219912
US-Canada Border,02/01/2015 12:00:00 AM,Personal Vehicle Passengers,3093326,3380081
US-Canada Border,02/01/2015 12:00:00 AM,Personal Vehicles,1796424,1974225
US-Canada Border,02/01/2015 12:00:00 AM,Trucks,440617,464100
US-Mexico Border,02/01/2015 12:00:00 AM,Trucks,427754,447705
US-Canada Border,02/01/2015 12:00:00 AM,Truck Containers Full,310889,292659
US-Mexico Border,02/01/2015 12:00:00 AM,Truck Containers Full,304834,310200
US-Mexico Border,02/01/2015 12:00:00 AM,Bus Passengers,158251,224893
US-Mexico Border,02/01/2015 12:00:00 AM,Truck Containers Empty,122561,129992
US-Canada Border,02/01/2015 12:00:00 AM,Rail Containers Full,118678,139650
US-Canada Border,02/01/2015 12:00:00 AM,Bus Passengers,106025,102012
US-Canada Border,02/01/2015 12:00:00 AM,Truck Containers Empty,101442,116823
US-Canada Border,02/01/2015 12:00:00 AM,Rail Containers Empty,57454,64146
US-Mexico Border,02/01/2015 12:00:00 AM,Rail Containers Full,33104,33537
US-Mexico Border,02/01/2015 12:00:00 AM,Rail Containers Empty,30262,36566
US-Canada Border,02/01/2015 12:00:00 AM,Pedestrians,11390,11677
US-Mexico Border,02/01/2015 12:00:00 AM,Buses,10861,16123
US-Canada Border,02/01/2015 12:00:00 AM,Train Passengers,9313,12330
US-Canada Border,02/01/2015 12:00:00 AM,Buses,6131,5494
US-Canada Border,02/01/2015 12:00:00 AM,Trains,2354,2687
US-Mexico Border,02/01/2015 12:00:00 AM,Train Passengers,786,767
US-Mexico Border,02/01/2015 12:00:00 AM,Trains,778,758
US-Mexico Border,01/01/2015 12:00:00 AM,Personal Vehicle Passengers,11321835,0
US-Mexico Border,01/01/2015 12:00:00 AM,Personal Vehicles,6017602,0
US-Canada Border,01/01/2015 12:00:00 AM,Personal Vehicle Passengers,3380081,0
US-Mexico Border,01/01/2015 12:00:00 AM,Pedestrians,3219912,0
US-Canada Border,01/01/2015 12:00:00 AM,Personal Vehicles,1974225,0
US-Canada Border,01/01/2015 12:00:00 AM,Trucks,464100,0
US-Mexico Border,01/01/2015 12:00:00 AM,Trucks,447705,0
US-Mexico Border,01/01/2015 12:00:00 AM,Truck Containers Full,310200,0
US-Canada Border,01/01/2015 12:00:00 AM,Truck Containers Full,292659,0
US-Mexico Border,01/01/2015 12:00:00 AM,Bus Passengers,224893,0
US-Canada Border,01/01/2015 12:00:00 AM,Rail Containers Full,139650,0
US-Mexico Border,01/01/2015 12:00:00 AM,Truck Containers Empty,129992,0
US-Canada Border,01/01/2015 12:00:00 AM,Truck Containers Empty,116823,0
US-Canada Border,01/01/2015 12:00:00 AM,Bus Passengers,102012,0
US-Canada Border,01/01/2015 12:00:00 AM,Rail Containers Empty,64146,0
US-Mexico Border,01/01/2015 12:00:00 AM,Rail Containers Empty,36566,0
US-Mexico Border,01/01/2015 12:00:00 AM,Rail Containers Full,33537,0
US-Mexico Border,01/01/2015 12:00:00 AM,Buses,16123,0
US-Canada Border,01/01/2015 12:00:00 AM,Train Passengers,12330,0
US-Canada Border,01/01/2015 12:00:00 AM,Pedestrians,11677,0
US-Canada Border,01/01/2015 12:00:00 AM,Buses,5494,0
US-Canada Border,01/01/2015 12:00:00 AM,Trains,2687,0
US-Mexico Border,01/01/2015 12:00:00 AM,Train Passengers,767,0
US-Mexico Border,01/01/2015 12:00:00 AM,Trains,758,0
US-Mexico Border,12/01/2014 12:00:00 AM,Personal Vehicle Passengers,11721326,10330637
US-Mexico Border,12/01/2014 12:00:00 AM,Personal Vehicles,5744203,5562015
US-Canada Border,12/01/2014 12:00:00 AM,Personal Vehicle Passengers,4413770,4936846
US-Mexico Border,12/01/2014 12:00:00 AM,Pedestrians,3481646,3318770
US-Canada Border,12/01/2014 12:00:00 AM,Personal Vehicles,2377194,2662118
US-Canada Border,12/01/2014 12:00:00 AM,Trucks,445175,471985
US-Mexico Border,12/01/2014 12:00:00 AM,Trucks,428334,443557
US-Canada Border,12/01/2014 12:00:00 AM,Truck Containers Full,311052,354334
US-Mexico Border,12/01/2014 12:00:00 AM,Truck Containers Full,269030,299549
US-Mexico Border,12/01/2014 12:00:00 AM,Bus Passengers,199599,222032
US-Canada Border,12/01/2014 12:00:00 AM,Rail Containers Full,135873,130814
US-Canada Border,12/01/2014 12:00:00 AM,Bus Passengers,125678,192215
US-Mexico Border,12/01/2014 12:00:00 AM,Truck Containers Empty,103446,122395
US-Canada Border,12/01/2014 12:00:00 AM,Truck Containers Empty,100918,114981
US-Canada Border,12/01/2014 12:00:00 AM,Rail Containers Empty,61100,62768
US-Mexico Border,12/01/2014 12:00:00 AM,Rail Containers Empty,37996,34694
US-Mexico Border,12/01/2014 12:00:00 AM,Rail Containers Full,36430,37875
US-Canada Border,12/01/2014 12:00:00 AM,Pedestrians,19935,38011
US-Mexico Border,12/01/2014 12:00:00 AM,Buses,18866,16954
US-Canada Border,12/01/2014 12:00:00 AM,Train Passengers,15318,23146
US-Canada Border,12/01/2014 12:00:00 AM,Buses,5782,8835
US-Canada Border,12/01/2014 12:00:00 AM,Trains,2268,2324
US-Mexico Border,12/01/2014 12:00:00 AM,Train Passengers,884,854
US-Mexico Border,12/01/2014 12:00:00 AM,Trains,768,804
US-Mexico Border,11/01/2014 12:00:00 AM,Personal Vehicle Passengers,10564608,10307240
US-Mexico Border,11/01/2014 12:00:00 AM,Personal Vehicles,5966830,5521533
US-Canada Border,11/01/2014 12:00:00 AM,Personal Vehicle Passengers,3470050,5083526
US-Mexico Border,11/01/2014 12:00:00 AM,Pedestrians,3431826,3307465
US-Canada Border,11/01/2014 12:00:00 AM,Personal Vehicles,2348146,2693516
US-Canada Border,11/01/2014 12:00:00 AM,Trucks,458854,473299
US-Mexico Border,11/01/2014 12:00:00 AM,Trucks,427444,445168
US-Canada Border,11/01/2014 12:00:00 AM,Truck Containers Full,349191,354848
US-Mexico Border,11/01/2014 12:00:00 AM,Truck Containers Full,303777,299127
US-Mexico Border,11/01/2014 12:00:00 AM,Bus Passengers,206372,223599
US-Canada Border,11/01/2014 12:00:00 AM,Bus Passengers,141118,197325
US-Canada Border,11/01/2014 12:00:00 AM,Rail Containers Full,124686,131426
US-Canada Border,11/01/2014 12:00:00 AM,Truck Containers Empty,103676,116111
US-Mexico Border,11/01/2014 12:00:00 AM,Truck Containers Empty,87007,125934
US-Canada Border,11/01/2014 12:00:00 AM,Rail Containers Empty,63378,62707
US-Mexico Border,11/01/2014 12:00:00 AM,Rail Containers Full,39059,37756
US-Mexico Border,11/01/2014 12:00:00 AM,Rail Containers Empty,29572,35206
US-Canada Border,11/01/2014 12:00:00 AM,Pedestrians,17211,40091
US-Mexico Border,11/01/2014 12:00:00 AM,Buses,15048,17145
US-Canada Border,11/01/2014 12:00:00 AM,Train Passengers,12515,24210
US-Canada Border,11/01/2014 12:00:00 AM,Buses,6515,9067
US-Canada Border,11/01/2014 12:00:00 AM,Trains,2350,2322
US-Mexico Border,11/01/2014 12:00:00 AM,Train Passengers,843,855
US-Mexico Border,11/01/2014 12:00:00 AM,Trains,801,805
US-Mexico Border,10/01/2014 12:00:00 AM,Personal Vehicle Passengers,10924876,10238614
US-Mexico Border,10/01/2014 12:00:00 AM,Personal Vehicles,6032788,5464727
US-Canada Border,10/01/2014 12:00:00 AM,Personal Vehicle Passengers,4766152,5118789
US-Mexico Border,10/01/2014 12:00:00 AM,Pedestrians,3399824,3297203
US-Canada Border,10/01/2014 12:00:00 AM,Personal Vehicles,2649275,2698431
US-Canada Border,10/01/2014 12:00:00 AM,Trucks,520031,468106
US-Mexico Border,10/01/2014 12:00:00 AM,Trucks,480594,441232
US-Canada Border,10/01/2014 12:00:00 AM,Truck Containers Full,401384,349678
US-Mexico Border,10/01/2014 12:00:00 AM,Truck Containers Full,304554,298524
US-Mexico Border,10/01/2014 12:00:00 AM,Bus Passengers,204077,225768
US-Canada Border,10/01/2014 12:00:00 AM,Bus Passengers,191949,197922
US-Mexico Border,10/01/2014 12:00:00 AM,Truck Containers Empty,136801,124727
US-Canada Border,10/01/2014 12:00:00 AM,Rail Containers Full,134329,131104
US-Canada Border,10/01/2014 12:00:00 AM,Truck Containers Empty,120238,115653
US-Canada Border,10/01/2014 12:00:00 AM,Rail Containers Empty,65815,62362
US-Canada Border,10/01/2014 12:00:00 AM,Pedestrians,49977,38993
US-Mexico Border,10/01/2014 12:00:00 AM,Rail Containers Full,42068,37277
US-Mexico Border,10/01/2014 12:00:00 AM,Rail Containers Empty,39234,34759
US-Mexico Border,10/01/2014 12:00:00 AM,Buses,17552,17099
US-Canada Border,10/01/2014 12:00:00 AM,Train Passengers,16678,25046
US-Canada Border,10/01/2014 12:00:00 AM,Buses,8240,9159
US-Canada Border,10/01/2014 12:00:00 AM,Trains,2397,2313
US-Mexico Border,10/01/2014 12:00:00 AM,Train Passengers,982,841
US-Mexico Border,10/01/2014 12:00:00 AM,Trains,883,796
US-Mexico Border,09/01/2014 12:00:00 AM,Personal Vehicle Passengers,9543540,10325498
US-Mexico Border,09/01/2014 12:00:00 AM,Personal Vehicles,5567926,5451827
US-Canada Border,09/01/2014 12:00:00 AM,Personal Vehicle Passengers,4885957,5147893
US-Mexico Border,09/01/2014 12:00:00 AM,Pedestrians,3092579,3322781
US-Canada Border,09/01/2014 12:00:00 AM,Personal Vehicles,2760954,2690616
US-Mexico Border,09/01/2014 12:00:00 AM,Trucks,438061,441629
US-Canada Border,09/01/2014 12:00:00 AM,Truck Containers Full,378375,346091
US-Canada Border,09/01/2014 12:00:00 AM,Trucks,372849,480013
US-Mexico Border,09/01/2014 12:00:00 AM,Truck Containers Full,304168,297818
US-Canada Border,09/01/2014 12:00:00 AM,Bus Passengers,220116,195148
US-Mexico Border,09/01/2014 12:00:00 AM,Bus Passengers,150532,235172
US-Canada Border,09/01/2014 12:00:00 AM,Rail Containers Full,132802,130892
US-Mexico Border,09/01/2014 12:00:00 AM,Truck Containers Empty,130412,124016
US-Canada Border,09/01/2014 12:00:00 AM,Truck Containers Empty,119044,115229
US-Canada Border,09/01/2014 12:00:00 AM,Rail Containers Empty,66650,61826
US-Canada Border,09/01/2014 12:00:00 AM,Pedestrians,43745,38399
US-Mexico Border,09/01/2014 12:00:00 AM,Rail Containers Full,39829,36958
US-Mexico Border,09/01/2014 12:00:00 AM,Rail Containers Empty,35826,34625
US-Canada Border,09/01/2014 12:00:00 AM,Train Passengers,18782,25830
US-Mexico Border,09/01/2014 12:00:00 AM,Buses,17873,17003
US-Canada Border,09/01/2014 12:00:00 AM,Buses,10162,9034
US-Canada Border,09/01/2014 12:00:00 AM,Trains,2370,2306
US-Mexico Border,09/01/2014 12:00:00 AM,Trains,822,793
US-Mexico Border,09/01/2014 12:00:00 AM,Train Passengers,735,854
US-Mexico Border,08/01/2014 12:00:00 AM,Personal Vehicle Passengers,10936947,10238148
US-Canada Border,08/01/2014 12:00:00 AM,Personal Vehicle Passengers,7556000,4803878
US-Mexico Border,08/01/2014 12:00:00 AM,Personal Vehicles,5788418,5403743
US-Canada Border,08/01/2014 12:00:00 AM,Personal Vehicles,3656551,2552626
US-Mexico Border,08/01/2014 12:00:00 AM,Pedestrians,3354818,3318204
US-Canada Border,08/01/2014 12:00:00 AM,Trucks,472157,481136
US-Mexico Border,08/01/2014 12:00:00 AM,Trucks,440337,441813
US-Canada Border,08/01/2014 12:00:00 AM,Truck Containers Full,342780,346564
US-Mexico Border,08/01/2014 12:00:00 AM,Bus Passengers,295788,226513
US-Mexico Border,08/01/2014 12:00:00 AM,Truck Containers Full,294067,298354
US-Canada Border,08/01/2014 12:00:00 AM,Bus Passengers,283648,182505
US-Canada Border,08/01/2014 12:00:00 AM,Rail Containers Full,137412,129960
US-Mexico Border,08/01/2014 12:00:00 AM,Truck Containers Empty,132209,122846
US-Canada Border,08/01/2014 12:00:00 AM,Truck Containers Empty,114137,115385
US-Canada Border,08/01/2014 12:00:00 AM,Pedestrians,84773,31774
US-Canada Border,08/01/2014 12:00:00 AM,Rail Containers Empty,67671,60991
US-Canada Border,08/01/2014 12:00:00 AM,Train Passengers,45973,22952
US-Mexico Border,08/01/2014 12:00:00 AM,Rail Containers Full,42184,36212
US-Mexico Border,08/01/2014 12:00:00 AM,Rail Containers Empty,36882,34303
US-Mexico Border,08/01/2014 12:00:00 AM,Buses,18741,16754
US-Canada Border,08/01/2014 12:00:00 AM,Buses,12066,8601
US-Canada Border,08/01/2014 12:00:00 AM,Trains,2447,2286
US-Mexico Border,08/01/2014 12:00:00 AM,Train Passengers,1021,831
US-Mexico Border,08/01/2014 12:00:00 AM,Trains,894,779
US-Mexico Border,07/01/2014 12:00:00 AM,Personal Vehicle Passengers,11108789,10093041
US-Canada Border,07/01/2014 12:00:00 AM,Personal Vehicle Passengers,6788922,4473038
US-Mexico Border,07/01/2014 12:00:00 AM,Personal Vehicles,5700190,5354335
US-Canada Border,07/01/2014 12:00:00 AM,Personal Vehicles,3400951,2411238
US-Mexico Border,07/01/2014 12:00:00 AM,Pedestrians,3298314,3321519
US-Canada Border,07/01/2014 12:00:00 AM,Trucks,492357,479266
US-Mexico Border,07/01/2014 12:00:00 AM,Trucks,461001,438616
US-Mexico Border,07/01/2014 12:00:00 AM,Bus Passengers,307458,213022
US-Canada Border,07/01/2014 12:00:00 AM,Truck Containers Full,296867,354847
US-Mexico Border,07/01/2014 12:00:00 AM,Truck Containers Full,288069,300068
US-Canada Border,07/01/2014 12:00:00 AM,Bus Passengers,243988,172258
US-Canada Border,07/01/2014 12:00:00 AM,Rail Containers Full,137066,128776
US-Mexico Border,07/01/2014 12:00:00 AM,Truck Containers Empty,123169,122792
US-Canada Border,07/01/2014 12:00:00 AM,Truck Containers Empty,122795,114150
US-Canada Border,07/01/2014 12:00:00 AM,Pedestrians,66052,26061
US-Canada Border,07/01/2014 12:00:00 AM,Rail Containers Empty,49660,62880
US-Mexico Border,07/01/2014 12:00:00 AM,Rail Containers Full,41929,35259
US-Canada Border,07/01/2014 12:00:00 AM,Train Passengers,41265,19900
US-Mexico Border,07/01/2014 12:00:00 AM,Rail Containers Empty,36057,34011
US-Mexico Border,07/01/2014 12:00:00 AM,Buses,14436,17141
US-Canada Border,07/01/2014 12:00:00 AM,Buses,11908,8049
US-Canada Border,07/01/2014 12:00:00 AM,Trains,2527,2246
US-Mexico Border,07/01/2014 12:00:00 AM,Train Passengers,929,814
US-Mexico Border,07/01/2014 12:00:00 AM,Trains,786,777
US-Mexico Border,06/01/2014 12:00:00 AM,Personal Vehicle Passengers,10252373,10061175
US-Canada Border,06/01/2014 12:00:00 AM,Personal Vehicle Passengers,5547244,4258197
